timeStamp,sales,transactions
2014-07-16 00:00:00,4696.98,626
2014-07-17 00:00:00,5303.24,659
2014-07-18 00:00:00,7062.92,851
2014-07-19 00:00:00,5803.68,649
2014-07-20 00:00:00,6095.9,646
2014-07-21 00:00:00,5022.27,659
2014-07-22 00:00:00,5026.19,684
2014-07-23 00:00:00,4336.1,608
2014-07-24 00:00:00,5889.84,755
2014-07-25 00:00:00,6865.85,822
2014-07-26 00:00:00,4851.9,557
2014-07-27 00:00:00,5853.51,604
2014-07-28 00:00:00,5067.69,608
2014-07-29 00:00:00,4742.5,613
2014-07-30 00:00:00,4997.54,700
2014-07-31 00:00:00,6178.46,775
2014-08-01 00:00:00,7240.48,844
2014-08-02 00:00:00,5189.51,596
2014-08-03 00:00:00,6597.13,702
2014-08-04 00:00:00,4995.06,654
2014-08-05 00:00:00,4846.97,604
2014-08-06 00:00:00,5378.2,671
2014-08-07 00:00:00,5565.32,699
2014-08-08 00:00:00,6557.4,832
2014-08-09 00:00:00,5859.34,654
2014-08-10 00:00:00,6088.2,673
2014-08-11 00:00:00,4523.26,618
2014-08-12 00:00:00,4593.41,636
2014-08-13 00:00:00,4757.85,645
2014-08-14 00:00:00,5052.07,694
2014-08-15 00:00:00,6296.66,833
2014-08-16 00:00:00,4506.41,529
2014-08-17 00:00:00,5888.35,635
2014-08-18 00:00:00,4550.82,602
2014-08-19 00:00:00,3765.49,514
2014-08-20 00:00:00,4215.91,582
2014-08-21 00:00:00,4752.86,651
2014-08-22 00:00:00,6212.81,777
2014-08-23 00:00:00,5003.69,580
2014-08-24 00:00:00,4834.26,567
2014-08-25 00:00:00,3767.84,538
2014-08-26 00:00:00,3606.8,540
2014-08-27 00:00:00,4150.53,581
2014-08-28 00:00:00,4974.51,678
2014-08-29 00:00:00,7348.43,821
2014-08-30 00:00:00,5405.65,606
2014-08-31 00:00:00,4040.91,493
2014-09-01 00:00:00,5556.77,593
2014-09-02 00:00:00,3986.77,569
2014-09-03 00:00:00,4089.34,572
2014-09-04 00:00:00,4559.6,623
2014-09-05 00:00:00,6281.85,734
2014-09-06 00:00:00,5173.14,586
2014-09-07 00:00:00,4631.16,514
2014-09-08 00:00:00,4696.77,607
2014-09-09 00:00:00,4259.44,582
2014-09-10 00:00:00,4333.84,561
2014-09-11 00:00:00,5025.25,693
2014-09-12 00:00:00,6120.04,747
2014-09-13 00:00:00,5172.47,595
2014-09-14 00:00:00,4872.78,541
2014-09-15 00:00:00,4091.28,568
2014-09-16 00:00:00,4263.85,602
2014-09-17 00:00:00,4700.8,616
2014-09-18 00:00:00,4907.13,630
2014-09-19 00:00:00,6150.27,767
2014-09-20 00:00:00,5598.7,635
2014-09-21 00:00:00,4855.21,564
2014-09-22 00:00:00,4336.51,616
2014-09-23 00:00:00,4135.14,557
2014-09-24 00:00:00,3986.17,547
2014-09-25 00:00:00,5113.69,636
2014-09-26 00:00:00,7324.2,887
2014-09-27 00:00:00,5591.5,644
2014-09-28 00:00:00,5678.28,644
2014-09-29 00:00:00,4895.97,581
2014-09-30 00:00:00,4401.36,597
2014-10-01 00:00:00,4906,643
2014-10-02 00:00:00,4946.42,638
2014-10-03 00:00:00,6825.24,823
2014-10-04 00:00:00,5819.26,668
2014-10-05 00:00:00,5082.46,516
2014-10-06 00:00:00,4298.69,562
2014-10-07 00:00:00,4137.64,568
2014-10-08 00:00:00,4467.38,609
2014-10-09 00:00:00,5101.38,663
2014-10-10 00:00:00,5954.17,717
2014-10-11 00:00:00,4744.7,511
2014-10-12 00:00:00,3786.9,438
2014-10-13 00:00:00,4716.72,616
2014-10-14 00:00:00,4837.45,645
2014-10-15 00:00:00,4682.37,614
2014-10-16 00:00:00,4959.03,652
2014-10-17 00:00:00,6871.9,801
2014-10-18 00:00:00,5418.24,574
2014-10-19 00:00:00,5165.26,554
2014-10-20 00:00:00,4220.13,531
2014-10-21 00:00:00,4484.44,586
2014-10-22 00:00:00,4826.39,606
2014-10-23 00:00:00,5136.15,683
2014-10-24 00:00:00,6585.46,784
2014-10-25 00:00:00,5364.7,609
2014-10-26 00:00:00,4839.95,517
2014-10-27 00:00:00,3574.24,459
2014-10-28 00:00:00,4117.47,556
2014-10-29 00:00:00,4459.4,559
2014-10-30 00:00:00,4855.47,641
2014-10-31 00:00:00,5897.22,718
2014-11-01 00:00:00,4666.15,564
2014-11-02 00:00:00,4615.38,488
2014-11-03 00:00:00,4165.89,580
2014-11-04 00:00:00,3913.28,529
2014-11-05 00:00:00,4166.56,567
2014-11-06 00:00:00,4667.07,617
2014-11-07 00:00:00,6196.37,738
2014-11-08 00:00:00,5329.38,590
2014-11-09 00:00:00,5017.26,548
2014-11-10 00:00:00,4000.35,530
2014-11-11 00:00:00,3870.65,521
2014-11-12 00:00:00,3962.13,566
2014-11-13 00:00:00,4887.38,629
2014-11-14 00:00:00,6204.4,747
2014-11-15 00:00:00,4972.8,559
2014-11-16 00:00:00,3709.12,411
2014-11-17 00:00:00,4076.62,504
2014-11-18 00:00:00,3631.86,467
2014-11-19 00:00:00,4267.31,544
2014-11-20 00:00:00,5033.71,621
2014-11-21 00:00:00,6579.89,804
2014-11-22 00:00:00,4668.2,527
2014-11-23 00:00:00,4680.45,516
2014-11-24 00:00:00,4177.19,579
2014-11-25 00:00:00,5456.29,698
